year_month,category,amount,monthly_amount_lag1,rolling_mean_3m
2022-05,Utility,16826.0,9623.0,17895.666666666668
2022-05,Utilities,38186.0,40159.0,35374.666666666664
2022-05,Utilitie,436.0,417.0,307.0
2022-05,Travle,96.0,112.0,620.3333333333334
2022-05,Tarvel,498.0,2400.0,998.6666666666666
2022-05,Travel,86789.2954,84211.0,88436.4318
2022-05,Traval,23816.0,20320.0,28293.666666666668
2022-05,TTravel,1286.0,446.0,642.6666666666666
2022-05,TRAVEL,49562.0,40368.0,38385.0
2022-05,Savings,17657.0,18154.0,17444.333333333332
2022-05,Travl,56102.0,40238.0,38897.59333333333
2022-05,alary,40451.0,67530.0,74498.0
2022-05,Saving,8847.0,4934.0,7703.666666666667
2022-05,entertainment,19806.0,14505.0,20800.333333333332
2022-05,food,63357.6532,56352.0,60525.21773333333
2022-05,health,30667.0,19715.0,25127.4152
2022-05,oFod,50.0,81.0,727.0
2022-05,others,8080.0,15935.0,8764.333333333334
2022-05,rent,26576.0,41750.7151,38106.5717
2022-05,savings,20107.5689,17432.0,26428.522966666667
2022-05,tOher Income,72282.0,52161.0,65484.666666666664
2022-05,tUilities,74.0,5659.0,
2022-05,thers,60.0,478.0,329.6666666666667
2022-05,travel,18062.0,23656.0,24000.60513333333
2022-05,unknown,77770.1938,179978.0,103160.55066666666
2022-05,utilities,34933.755000000005,34973.0,30993.383433333336
2022-05,education,18098.0,17288.0,18867.0
2022-05,Salaryy,61497.0,40522.0,53266.0
2022-05,Bonus,1142834.0,1443152.0,1307569.6666666667
2022-05,Rnt,66312.0,48074.0,60790.666666666664
2022-05,Salary,912471.77193,1670007.0,1351469.25731
2022-05,Bous,57789.0,46898.0,50747.666666666664
2022-05,EDU,26241.0,18488.0,24369.666666666668
2022-05,Education,37755.0,24821.0,29844.666666666668
2022-05,Educaton,12504.0,45300.0,22109.0
2022-05,Educcation,339.0,53.0,220.0
2022-05,Entertain,21887.0,14443.0,24764.0
2022-05,Entrtnmnt,39504.0,42855.0,41025.0
2022-05,FOOD,82406.0,20950.0,51969.0
2022-05,Fod,46599.589,73831.0,50139.594099999995
2022-05,Food,103683.3122,71506.0,85692.77073333332
2022-05,Foodd,21140.0,45047.0,30508.0
2022-05,Foods,32226.0,14109.3566,27128.4522
2022-05,Entertainment,87382.9886,39999.164,58809.050866666665
2022-05,HEALTH,10625.0,14217.7615,11275.253833333334
2022-05,Retn,94.0,2214.0,786.3333333333334
2022-05,Freelance,189141.0,387998.0,367325.53022666665
2022-05,Rentt,348377.0,175952.0,241468.66666666666
2022-05,Rent,473649.19958,313546.0,330159.39986
2022-05,Reent,3574.0,114.0,1514.6666666666667
2022-05,RENT,55207.0,60593.0,55639.0
2022-05,RRent,439.0,613.0,448.3333333333333
2022-05,Other Income,1004949.0,688176.0,756439.6666666666
2022-05,Misc,7314.0,18254.0,12247.0
2022-05,Investment,727116.0,466340.0,762478.8223100001
2022-05,Helth,14746.0,13422.0,14811.262900000002
2022-05,Health,24559.0,3777.0,14061.666666666666
2022-05,Others,594042.0,214290.0,379399.3333333333
2022-06,Utiilities,205.0,184.0,1234.6666666666667
2022-06,Travel,77666.0,86789.2954,82888.76513333333
2022-06,Trvael,512.0,629.0,442.0
2022-06,Travl,36196.2772,56102.0,44178.75906666667
2022-06,Travell,805.0,150.0,406.3333333333333
2022-06,Traval,29074.0,23816.0,24403.333333333332
2022-06,SAVINGS,9845.0,8962.0,20249.201033333335
2022-06,Savings,17083.0,17657.0,17631.333333333332
2022-06,Saving,5195.0,8847.0,6325.333333333333
2022-06,Salary,1015938.0,912471.77193,1199472.25731
2022-06,Salaary,43640.0,70377.0,60953.666666666664
2022-06,Rnt,40864.0,66312.0,51750.0
2022-06,Utiliities,188.0,337.0,203.33333333333334
2022-06,TRAVEL,41287.0,49562.0,43739.0
2022-06,Utilites,389.0,,
2022-06,unknown,93107.0,77770.1938,116951.73126666667
2022-06,Utilities,54376.0,38186.0,44240.333333333336
2022-06,Utility,28625.2935,16826.0,18358.097833333333
2022-06,Utilties,35257.0,31917.0,33827.51846666667
2022-06,Utlities,51951.0,34338.7217,34653.573899999996
2022-06,education,11178.0,18098.0,15521.333333333334
2022-06,ent,490.0,170.0,947.0
2022-06,entertainment,33919.0,19806.0,22743.333333333332
2022-06,food,50932.398299999004,63357.6532,56880.683833333
2022-06,ood,4048.0,1395.0,1900.0
2022-06,others,4410.9363,8080.0,9475.312100000001
2022-06,savings,13574.0,20107.5689,17037.8563
2022-06,travel,9335.0,18062.0,17017.666666666668
2022-06,utilities,24500.0,34933.755000000005,31468.918333333335
2022-06,Ret,394.0,1717.0,881.3333333333334
2022-06,Utilitie,176.0,436.0,343.0
2022-06,Rentt,200092.34196,348377.0,241473.78065333332
2022-06,rent,21506.0,26576.0,29944.23836666667
2022-06,Rennt,101.0,3382.0,1271.3333333333333
2022-06,EDU,5313.0,26241.0,16680.666666666668
2022-06,EEntertainment,147.0,1079.0,
2022-06,Educatino,492.0,580.0,750.6666666666666
2022-06,Rent,337817.0,473649.19958,375004.0665266667
2022-06,Education,21161.0,37755.0,27912.333333333332
2022-06,Educaton,21996.0,12504.0,26600.0
2022-06,Enntertainment,1601.0,578.0,
2022-06,Entertain,49232.0,21887.0,28520.666666666668
2022-06,Entertainment,41311.6155,87382.9886,56231.25603333333
2022-06,Entrtnmnt,19948.0,39504.0,34102.333333333336
2022-06,FOOD,25916.0,82406.0,43090.666666666664
2022-06,Fod,74336.4424,46599.589,64922.343799999995
2022-06,Foo,719.0,7864.0,3015.3333333333335
2022-06,Food,92406.0,103683.3122,89198.4374
2022-06,Foodd,28645.1301,21140.0,31610.710033333333
2022-06,Bonus,1517862.0,1142834.0,1367949.3333333333
2022-06,Freelance,745631.0,189141.0,440923.3333333333
2022-06,Ren,163.0,286.0,196.66666666666666
2022-06,Reent,1994.0,3574.0,1894.0
2022-06,RRent,256.0,439.0,436.0
2022-06,RENT,33917.9184,55207.0,49905.972799999996
2022-06,Foods,9743.1437,32226.0,18692.833433333333
2022-06,Other Income,1035104.0,1004949.0,909409.6666666666
2022-06,Others,705076.5517,594042.0,504469.5172333333
2022-06,OTHERS,1268.0,9891.0,4144.666666666667
2022-06,Misc,8850.0,7314.0,11472.666666666666
2022-06,Investment,507132.0,727116.0,566862.6666666666
2022-06,Helth,21390.0,14746.0,16519.333333333332
2022-06,Health,5602.0,24559.0,11312.666666666666
2022-06,HEALTH,16410.0,10625.0,13750.9205
2022-06,Other,1845.0,8236.0,3641.3333333333335
2022-07,Utilitiees,205.0,203.0,731.3333333333334
2022-07,Utiliteis,228.0,1359.0,666.3333333333334
2022-07,Travl,24620.0,36196.2772,38972.759066666666
2022-07,Travel,96715.0,77666.0,87056.76513333333
2022-07,Trave,111.0,1389.0,710.0
2022-07,Salarry,48597.0,,
2022-07,TRAVEL,33780.0,41287.0,41543.0
2022-07,Savings,6434.0,17083.0,13724.666666666666
2022-07,Saving,7364.0,5195.0,7135.333333333333
2022-07,Savigs,538.0,565.0,420.3333333333333
2022-07,Salary,1090364.42147,1015938.0,1006258.0644666668
2022-07,Utilities,32422.0,54376.0,41661.333333333336
2022-07,Traval,33520.0,29074.0,28803.333333333332
2022-07,Utilitise,736.0,2530.0,1116.0
2022-07,food,63966.3773,50932.398299999004,59418.809599999666
2022-07,Utilties,20910.0,35257.0,29361.333333333332
2022-07,Utlities,24783.0,51951.0,37024.24056666667
2022-07,aSvings,431.0,1370.0,680.6666666666666
2022-07,eRnt,24.0,298.0,362.0
2022-07,education,7337.0,11178.0,12204.333333333334
2022-07,entertainment,29226.0,33919.0,27650.333333333332
2022-07,health,16914.565,30667.0,22432.188333333335
2022-07,others,8320.0,4410.9363,6936.978766666667
2022-07,ravel,156.0,153.0,212.33333333333334
2022-07,rent,44376.0,21506.0,30819.333333333332
2022-07,savings,6000.0,13574.0,13227.189633333333
2022-07,travel,29165.0,9335.0,18854.0
2022-07,utilities,18135.0,24500.0,25856.251666666667
2022-07,SAVINGS,9567.0,9845.0,9458.0
2022-07,Utility,34791.0,28625.2935,26747.431166666665
2022-07,Rnt,24854.0,40864.0,44010.0
2022-07,Ren,1030.0,163.0,493.0
2022-07,Rent,199068.3492,337817.0,336844.8495933334
2022-07,Bons,58858.0,60922.0,
2022-07,Rentt,388863.0,200092.34196,312444.11398666666
2022-07,EDU,20777.0,5313.0,17443.666666666668
2022-07,Edcation,2647.0,1237.0,
2022-07,Education,24538.0,21161.0,27818.0
2022-07,Educaton,30703.0,21996.0,21734.333333333332
2022-07,Entertain,24112.0,49232.0,31743.666666666668
2022-07,Entertainment,27896.0,41311.6155,52196.86803333333
2022-07,Entertainnment,728.0,798.0,
2022-07,Entrtnmnt,28897.0,19948.0,29449.666666666668
2022-07,FFood,324.0,157.0,319.0
2022-07,FOOD,40621.0,25916.0,49647.666666666664
2022-07,Fod,13044.0,74336.4424,44660.01046666666
2022-07,Fodo,1325.0,1433.0,1002.0
2022-07,Foo,169.0,719.0,2917.3333333333335
2022-07,Bonus,849064.0,1517862.0,1169920.0
2022-07,Foodd,19497.0,28645.1301,23094.043366666665
2022-07,RENT,43757.7154,33917.9184,44294.21126666667
2022-07,Others,196402.87797,705076.5517,498507.14322333335
2022-07,Other Income,682400.0,1035104.0,907484.3333333334
2022-07,Food,75570.0,92406.0,90553.10406666667
2022-07,Other,8170.0,1845.0,6083.666666666667
2022-07,Misc,993.0,8850.0,5719.0
2022-07,Other IIncome,69714.0,,
2022-07,Helth,15808.0,21390.0,17314.666666666668
2022-07,Health,5351.0,5602.0,11837.333333333334
2022-07,HEALTH,7128.0,16410.0,11387.666666666666
2022-07,Freelance,257553.0,745631.0,397441.6666666667
2022-07,Foods,41472.0,9743.1437,27813.714566666666
2022-07,Investment,507085.0,507132.0,580444.3333333334
2022-08,Travel,95206.4427,96715.0,89862.48090000001
2022-08,Traveel,629.0,639.0,635.6666666666666
2022-08,Traval,24085.0,33520.0,28893.0
2022-08,Traevl,210.0,610.0,11780.333333333334
2022-08,Tarvel,2647.0,498.0,1848.3333333333333
2022-08,Salary,852308.0,1090364.42147,986203.4738233335
2022-08,Savings,7576.0,6434.0,10364.333333333334
2022-08,Saving,8730.0,7364.0,7096.333333333333
2022-08,Saviings,179.0,2207.0,845.0
2022-08,utilities,51963.0,18135.0,31532.666666666668
2022-08,Travl,24040.0,24620.0,28285.425733333333
2022-08,TRAVEL,10011.0,33780.0,28359.333333333332
2022-08,Utilities,51497.5628,32422.0,46098.52093333334
2022-08,health,850.0,16914.565,16143.855000000001
2022-08,Utilties,27318.0,20910.0,27828.333333333332
2022-08,Utlities,39971.1102,24783.0,38901.703400000006
2022-08,education,28656.828,7337.0,15723.942666666668
2022-08,entertainment,27243.0,29226.0,30129.333333333332
2022-08,food,30333.589200000002,63966.3773,48410.78826666633
2022-08,nEtertainment,792.0,5171.0,2032.6666666666667
2022-08,others,9440.0,8320.0,7390.3121
2022-08,rent,32364.509,44376.0,32748.83633333333
2022-08,savings,14837.0,6000.0,11470.333333333334
2022-08,travel,79327.0,29165.0,39275.666666666664
2022-08,unknown,235272.0,93107.0,135383.0646
2022-08,SAVINGS,23970.0,9567.0,14460.666666666666
2022-08,Utility,29935.0,34791.0,31117.097833333333
2022-08,Rnt,34259.0,24854.0,33325.666666666664
2022-08,RENT,95654.0,43757.7154,57776.5446
2022-08,Rentt,75203.0,388863.0,221386.11398666666
2022-08,Retn,189.0,94.0,832.3333333333334
2022-08,Bonus,1435356.0,849064.0,1267427.3333333333
2022-08,Bouns,48393.0,56683.0,65477.333333333336
2022-08,EDU,15071.0,20777.0,13720.333333333334
2022-08,Education,16216.0,24538.0,20638.333333333332
2022-08,Educaton,47543.0,30703.0,33414.0
2022-08,Enntertainment,495.0,1601.0,891.3333333333334
2022-08,Entertain,27928.0,24112.0,33757.333333333336
2022-08,Entrtnmnt,27063.0,28897.0,25302.666666666668
2022-08,FFood,2204.0,324.0,895.0
2022-08,FOOD,87429.0,40621.0,51322.0
2022-08,Fod,38905.0,13044.0,42095.14746666666
2022-08,Food,70914.0,75570.0,79630.0
2022-08,Entertainment,27273.1408,27896.0,32160.2521
2022-08,Foods,30044.1588,41472.0,27086.43416666667
2022-08,Foodd,19510.0,19497.0,22550.710033333333
2022-08,RRent,508.0,256.0,401.0
2022-08,Others,438754.0,196402.87797,446744.47655666666
2022-08,Other Income,594345.0,682400.0,770616.3333333334
2022-08,Other,6018.0,8170.0,5344.333333333333
2022-08,Misc,1538.0,993.0,3793.6666666666665
2022-08,Rent,255765.0,199068.3492,264216.7830666667
2022-08,Helth,5141.0,15808.0,14113.0
2022-08,Health,21267.0,5351.0,10740.0
2022-08,HEALTH,24462.0,7128.0,16000.0
2022-08,Freelance,172647.67460600002,257553.0,391943.89153533336
2022-08,Investment,580357.0,507085.0,531524.6666666666
2022-09,Travel,61561.0,95206.4427,84494.14756666667
2022-09,Traval,32761.1762,24085.0,30122.058733333335
2022-09,TRAVEL,38784.485,10011.0,27525.161666666667
2022-09,Savings,29998.0,7576.0,14669.333333333334
2022-09,Saving,18762.0,8730.0,11618.666666666666
2022-09,Saalry,60332.0,64778.0,
2022-09,SAVINGS,20633.2533,23970.0,18056.751099999998
2022-09,Rnt,45171.6625,34259.0,34761.55416666667
2022-09,Rentt,282175.21019,75203.0,248747.07006333335
2022-09,Travl,28671.0,24040.0,25777.0
2022-09,Salary,1636828.0,852308.0,1193166.8071566666
2022-09,Utiliteis,133.0,228.0,573.3333333333334
2022-09,utilities,5040.0,51963.0,25046.0
2022-09,Utilitise,97.0,736.0,1121.0
2022-09,Utility,28366.0,29935.0,31030.666666666668
2022-09,Utilties,28872.2229,27318.0,25700.074299999997
2022-09,Utlities,27373.4097,39971.1102,30709.1733
2022-09,education,28228.0,28656.828,21407.276
2022-09,entertainment,19846.0,27243.0,25438.333333333332
2022-09,food,30125.0,30333.589200000002,41474.98883333333
2022-09,health,12315.0,850.0,10026.521666666666
2022-09,rent,39825.6888,32364.509,38855.39926666667
2022-09,savings,4350.0,14837.0,8395.666666666666
2022-09,travel,25101.0,79327.0,44531.0
2022-09,unknown,35847.5341,235272.0,121408.8447
2022-09,Utilities,78998.0,51497.5628,54305.85426666667
2022-09,RRent,190.0,508.0,318.0
2022-09,Rent,187314.19462,255765.0,214049.18127333335
2022-09,Othhers,44.0,349.0,403.6666666666667
2022-09,RENT,52830.0,95654.0,64080.571800000005
2022-09,Bonus,1304276.0,1435356.0,1196232.0
2022-09,EDU,7663.0,15071.0,14503.666666666666
2022-09,EEntertainment,116.0,147.0,447.3333333333333
2022-09,Education,23605.0,16216.0,21453.0
2022-09,Educaton,27081.0,47543.0,35109.0
2022-09,Entertainment,22243.9896,27273.1408,25804.3768
2022-09,Entrtnmnt,22154.0,27063.0,26038.0
2022-09,FFood,880.0,2204.0,1136.0
2022-09,FOOD,58418.0,87429.0,62156.0
2022-09,Fod,30364.0,38905.0,27437.66666666666
2022-09,Fodo,505.0,1325.0,1087.6666666666667
2022-09,Food,44505.2846,70914.0,63663.09486666667
2022-09,Entertain,21581.0,27928.0,24540.333333333332
2022-09,Foods,17510.4582,30044.1588,29675.539
2022-09,Others,397821.36762000003,438754.0,344326.08186333335
2022-09,Foodd,28437.0,19510.0,22481.333333333332
2022-09,Otherrs,547.0,57.0,253.0
2022-09,Other Income,773689.0,594345.0,683478.0
2022-09,Investment,238269.0,580357.0,441903.6666666667
2022-09,Helth,47746.8407,5141.0,22898.613566666667
2022-09,Other,5393.0,6018.0,6527.0
2022-09,Heath,354.0,,
2022-09,Health,24081.595999999998,21267.0,16899.86533333333
2022-09,HEALTH,12633.0,24462.0,14741.0
2022-09,Freelance,181451.0,172647.67460600002,203883.89153533336
2022-09,Foood,6310.0,2173.0,2923.6666666666665
2022-10,Travel,51083.0,61561.0,69283.48090000001
2022-10,Utilites,74.0,389.0,
2022-10,Utiilities,908.0,205.0,432.3333333333333
2022-10,Travl,45274.0,28671.0,32661.666666666668
2022-10,Utilities,42703.0,78998.0,57732.85426666667
2022-10,Traval,21132.936,32761.1762,25993.0374
2022-10,Salary,1463796.0,1636828.0,1317644.0
2022-10,TRAVEL,41992.0,38784.485,30262.495
2022-10,Savings,28923.0,29998.0,22165.666666666668
2022-10,Saving,1716.0,18762.0,9736.0
2022-10,Salaryy,46432.0,61497.0,49483.666666666664
2022-10,SAVINGS,8220.1082,20633.2533,17607.787166666665
2022-10,Utilitise,597.0,97.0,476.6666666666667
2022-10,Tavel,1254.0,829.0,770.0
2022-10,utilities,10938.0,5040.0,22647.0
2022-10,travel,53702.0,25101.0,52710.0
2022-10,Utilties,32550.0,28872.2229,29580.074299999997
2022-10,Utlities,19246.0,27373.4097,28863.506633333334
2022-10,eRnt,256.0,24.0,192.66666666666666
2022-10,education,18571.0,28228.0,25151.94266666667
2022-10,entertainment,16659.0,19846.0,21249.333333333332
2022-10,food,35350.0,30125.0,31936.1964
2022-10,health,20216.8537,12315.0,11127.284566666667
2022-10,oFod,137.0,50.0,89.33333333333333
2022-10,ood,844.0,4048.0,2095.6666666666665
2022-10,others,1753.0,9440.0,6504.333333333333
2022-10,rent,48501.0,39825.6888,40230.39926666667
2022-10,savings,5741.0,4350.0,8309.333333333334
2022-10,unknown,108689.0,35847.5341,126602.8447
2022-10,Rnt,22383.0,45171.6625,33937.887500000004
2022-10,Utility,30942.0,28366.0,29747.666666666668
2022-10,Rnet,249.0,1057.0,537.6666666666666
2022-10,Foodd,34871.4765,28437.0,27606.158833333335
2022-10,Rentt,461003.17119,282175.21019,272793.79379333335
2022-10,Bonus,859267.0,1304276.0,1199633.0
2022-10,Bonuus,44052.0,70786.0,59119.0
2022-10,EDU,22265.0,7663.0,14999.666666666666
2022-10,Educatiion,2838.0,,
2022-10,Education,21997.0,23605.0,20606.0
2022-10,Educaton,8149.0,27081.0,27591.0
2022-10,Entertaimnent,389.0,81.0,
2022-10,Entertain,33252.0,21581.0,27587.0
2022-10,Entertainemnt,534.0,285.0,1216.3333333333333
2022-10,Entertainment,54044.0,22243.9896,34520.3768
2022-10,Entrtnmnt,13286.0,22154.0,20834.333333333332
2022-10,Eudcation,871.0,541.0,
2022-10,FOOD,35444.0,58418.0,60430.333333333336
2022-10,Fod,28527.0,30364.0,32598.66666666666
2022-10,Food,80735.0,44505.2846,65384.76153333334
2022-10,Retn,456.0,189.0,246.33333333333334
2022-10,Freelance,308428.0,181451.0,220842.2248686667
2022-10,Foods,21265.0,17510.4582,22939.872333333333
2022-10,Rent,466496.0,187314.19462,303191.73154
2022-10,Rennt,661.0,101.0,1381.3333333333333
2022-10,RENT,54247.0,52830.0,67577.0
2022-10,Others,463242.0,397821.36762000003,433272.4558733334
2022-10,Other Income,977390.0,773689.0,781808.0
2022-10,Othes,340.0,1388.0,
2022-10,Othe rIncome,80354.0,,
2022-10,OTHERS,7998.0,1268.0,6385.666666666667
2022-10,Investment,296706.0,238269.0,371777.3333333333
2022-10,Helth,15764.0,47746.8407,22883.9469
2022-10,Health,16352.0,24081.595999999998,20566.86533333333
2022-10,HEALTH,32611.4679,12633.0,23235.4893
2022-10,Other,3878.0,5393.0,5096.333333333333
2022-11,Traval,40755.4306,21132.936,31549.847599999997
2022-11,Trvel,106.0,3043.0,1102.6666666666667
2022-11,Travl,8840.0,45274.0,27595.0
2022-11,Travel,35498.0,51083.0,49380.666666666664
2022-11,Traveel,1668.0,629.0,978.6666666666666
2022-11,Traavel,100.0,745.0,986.3333333333334
2022-11,SAVINGS,14425.0,8220.1082,14426.120499999999
2022-11,TRAVEL,21286.0,41992.0,34020.82833333333
2022-11,Savings,21983.3271,28923.0,26968.10903333333
2022-11,Saving,5483.0,1716.0,8653.666666666666
2022-11,Salray,48170.0,62538.0,
2022-11,Salary,1769974.0,1463796.0,1623532.6666666667
2022-11,Utilites,705.0,74.0,389.3333333333333
2022-11,Tavel,84.0,1254.0,722.3333333333334
2022-11,Utilities,32598.0,42703.0,51433.0
2022-11,food,42759.0,35350.0,36078.0
2022-11,Utilties,37817.0,32550.0,33079.740966666664
2022-11,Utlities,38080.3749,19246.0,28233.261533333338
2022-11,education,30495.0,18571.0,25764.666666666668
2022-11,ent,261.0,490.0,307.0
2022-11,entertainment,11574.0,16659.0,16026.333333333334
2022-11,health,7353.0,20216.8537,13294.951233333333
2022-11,oFod,195.0,137.0,127.33333333333333
2022-11,others,5310.0,1753.0,5501.0
2022-11,rent,36189.0,48501.0,41505.2296
2022-11,savings,8078.0,5741.0,6056.333333333333
2022-11,travel,23786.0,53702.0,34196.333333333336
2022-11,unknown,75182.0,108689.0,73239.51136666666
2022-11,utilities,39011.0,10938.0,18329.666666666668
2022-11,Rnt,27429.4758,22383.0,31661.37943333333
2022-11,Utility,41946.103,30942.0,33751.367666666665
2022-11,Rentt,251064.0,461003.17119,331414.12712666666
2022-11,Reent,51.0,1994.0,1873.0
2022-11,Ren,1531.0,1030.0,908.0
2022-11,Bons,55816.0,58858.0,58532.0
2022-11,Rent,341495.39586,466496.0,331768.53016
2022-11,EDU,27633.0,22265.0,19187.0
2022-11,Education,59219.0,21997.0,34940.333333333336
2022-11,Educaton,31173.4425,8149.0,22134.480833333335
2022-11,Entertain,41207.0,33252.0,32013.333333333332
2022-11,Entertainment,56932.0,54044.0,44406.6632
2022-11,Entertaniment,354.0,205.0,684.6666666666666
2022-11,Entrtnmnt,9502.0,13286.0,14980.666666666666
2022-11,FOOD,93703.0,35444.0,62521.666666666664
2022-11,Fod,47514.0,28527.0,35468.33333333333
2022-11,Fodo,2222.0,505.0,1350.6666666666667
2022-11,Food,89673.0,80735.0,71637.76153333334
2022-11,Foodd,13050.0,34871.4765,25452.825500000003
2022-11,Foods,10654.0,21265.0,16476.486066666665
2022-11,Bonus,1062413.0,859267.0,1075318.6666666667
2022-11,Freelance,333678.0,308428.0,274519.0
2022-11,RRent,54.0,190.0,250.66666666666666
2022-11,RENT,89039.5302,54247.0,65372.17673333333
2022-11,Othesr,70.0,4828.0,
2022-11,Foood,617.0,6310.0,3033.3333333333335
2022-11,Others,542091.0,463242.0,467718.12254000007
2022-11,Other Income,757244.0,977390.0,836107.6666666666
2022-11,Othes,289.0,340.0,672.3333333333334
2022-11,OTHERS,3418.0,7998.0,4228.0
2022-11,Investment,625197.55153,296706.0,386724.18384333333
2022-11,Helth,17026.0,15764.0,26845.613566666667
2022-11,Health,4853.0,16352.0,15095.532
2022-11,HEALTH,0.571,32611.4679,15081.679633333333
2022-11,Ohters,1003.0,178.0,490.6666666666667
2022-12,Utiilties,436.0,40.0,372.6666666666667
2022-12,Trvael,146.0,512.0,429.0
2022-12,Travl,51744.0,8840.0,35286.0
2022-12,Travel,37873.0,35498.0,41484.666666666664
2022-12,Traval,51263.0,40755.4306,37717.122200000005
2022-12,Rnet,110.0,249.0,472.0
2022-12,Savings,29344.0,21983.3271,26750.10903333333
2022-12,Salary,1319383.0,1769974.0,1517717.6666666667
2022-12,SAVINGS,5013.0,14425.0,9219.369400000001
2022-12,Rnt,38030.0,27429.4758,29280.825266666667
2022-12,Utilities,69985.0,32598.0,48428.666666666664
2022-12,TRAVEL,5970.4891,21286.0,23082.829700000002
2022-12,Utilitiies,666.0,72.0,
2022-12,health,28907.0,7353.0,18825.6179
2022-12,Utilties,24185.0,37817.0,31517.333333333332
2022-12,eRnt,967.0,256.0,415.6666666666667
2022-12,education,48034.0,30495.0,32366.666666666668
2022-12,entertainment,43804.0,11574.0,24012.333333333332
2022-12,food,22384.0,42759.0,33497.666666666664
2022-12,others,5063.0,5310.0,4042.0
2022-12,ravel,913.0,156.0,407.3333333333333
2022-12,rent,35975.0,36189.0,40221.666666666664
2022-12,travel,46030.9497,23786.0,41172.98323333333
2022-12,unknown,125288.0,75182.0,103053.0
2022-12,utilities,18542.9093,39011.0,22830.636433333333
2022-12,Retn,44.0,456.0,229.66666666666666
2022-12,Utility,53427.9448,41946.103,42105.349266666664
2022-12,Ret,175.0,394.0,762.0
2022-12,FOOD,67501.2197,93703.0,65549.40656666667
2022-12,Rent,290679.0,341495.39586,366223.4652866667
2022-12,Rentt,318389.0,251064.0,343485.39039666665
2022-12,Bnous,69399.0,73114.0,62579.0
2022-12,Bonus,1190556.14249,1062413.0,1037412.0474966667
2022-12,EDU,5881.0,27633.0,18593.0
2022-12,Educationn,414.0,461.0,
2022-12,Educaton,7493.0,31173.4425,15605.147500000001
2022-12,Enterrtainment,3245.0,25.0,
2022-12,Entertain,49641.3159,41207.0,41366.77196666667
2022-12,Entertainmennt,203.0,,
2022-12,Entertainment,45531.0,56932.0,52169.0
2022-12,Entrtnmnt,49074.5705,9502.0,23954.190166666667
2022-12,FFood,123.0,880.0,1069.0
2022-12,Education,28604.4334,59219.0,36606.811133333336
2022-12,Misc,0.567,1538.0,843.8556666666667
2022-12,Food,95993.0,89673.0,88800.33333333333
2022-12,Foodd,35502.0,13050.0,27807.825500000003
2022-12,Foods,14114.0,10654.0,15344.333333333334
2022-12,Freelance,718282.68861,333678.0,453462.89620333334
2022-12,HEALTH,41489.0,0.571,24700.3463
2022-12,Health,6824.0,4853.0,9343.0
2022-12,Helth,4174.0,17026.0,12321.333333333334
2022-12,Investment,326057.0,625197.55153,415986.85051
2022-12,RENT,29055.5272,89039.5302,57447.35246666666
2022-12,Other Income,633678.0,757244.0,789437.3333333334
2022-12,Others,428769.67337,542091.0,478034.2244566667
2022-12,Fod,63782.0,47514.0,46607.666666666664
2023-01,Traval,27511.0,51263.0,39843.14353333333
2023-01,TRAVEL,5923.0,5970.4891,11059.8297
2023-01,Savings,433.0,29344.0,17253.442366666666
2023-01,utilities,29305.0,18542.9093,28952.969766666665
2023-01,Salary,442816.0,1319383.0,1177391.0
2023-01,SAVINGS,12822.0,5013.0,10753.333333333334
2023-01,Travel,58879.8305,37873.0,44083.61016666666
2023-01,Saving,7947.0,5483.0,5048.666666666667
2023-01,Travl,22763.0,51744.0,27782.333333333332
2023-01,food,25707.1986,22384.0,30283.399533333333
2023-01,Utility,9917.0,53427.9448,35097.015933333336
2023-01,Utilties,2058.0,24185.0,21353.333333333332
2023-01,Utlities,51405.0,38080.3749,36243.791633333334
2023-01,education,14836.310099999999,48034.0,31121.770033333334
2023-01,entertainment,22710.0,43804.0,26029.333333333332
2023-01,rent,48332.677899999995,35975.0,40165.5593
2023-01,travel,21129.3999,46030.9497,30315.449866666666
2023-01,unknown,31831.0,125288.0,77433.66666666667
2023-01,Rnt,57630.0,38030.0,41029.82526666667
2023-01,Utilities,18791.925300000003,69985.0,40458.30843333333
2023-01,Rentt,304034.0,318389.0,291162.3333333333
2023-01,Other,7445.0,3878.0,5572.0
2023-01,RENT,56301.0,29055.5272,58132.01913333333
2023-01,Rent,455093.21911,290679.0,362422.5383233333
2023-01,Bonus,330078.30409,1190556.14249,861015.8155266667
2023-01,EDU,10430.0,5881.0,14648.0
2023-01,Education,17977.4,28604.4334,35266.94446666667
2023-01,Educaton,4687.1657,7493.0,14451.202733333334
2023-01,Entertainment,42984.0,45531.0,48482.333333333336
2023-01,Entrtnmnt,22876.0,49074.5705,27150.856833333335
2023-01,FOOD,13914.0,67501.2197,58372.73990000001
2023-01,Fod,51903.2341,63782.0,54399.7447
2023-01,Entertain,31987.0,49641.3159,40945.1053
2023-01,Foodd,48001.0,35502.0,32184.333333333332
2023-01,Foods,21022.0,14114.0,15263.333333333334
2023-01,Freelance,202652.0,718282.68861,418204.2295366667
2023-01,HEALTH,12146.0,41489.0,17878.523666666664
2023-01,Health,42128.0,6824.0,17935.0
2023-01,Helth,32964.0,4174.0,18054.666666666668
2023-01,Investment,491197.0,326057.0,480817.18384333333
2023-01,OTHERS,3833.0,3418.0,5083.0
2023-01,Food,50617.307,95993.0,78761.10233333333
